date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:55:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:17%20GMT	http://www.seeson.vn/cdn/shop/files/TheEdge_02_MatteBlack_4_c00ae626-d002-4926-bb0b-facae813393e.jpg?v=1726301695&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/TheEdge_02_MatteBlack_4_c00ae626-d002-4926-bb0b-facae813393ed9d2.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:18	11803/11803	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2021:39:55%20GMT	https://www.seeson.vn/cdn/shop/files/TheEdge_02_MatteBlack_4_c00ae626-d002-4926-bb0b-facae813393e.jpg?v=1726301695&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/TheEdge_02_MatteBlack_4_c00ae626-d002-4926-bb0b-facae813393ed9d2.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:18%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_01.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_01935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:18	11923/11923	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2022:16:04%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_01.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_01935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:18%20GMT	http://www.seeson.vn/cdn/shop/files/THEVERTEBRA04SUN-SILVER-BLACK.jpg?v=1728554431&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THEVERTEBRA04SUN-SILVER-BLACK629b.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:19%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_02.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_02935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:19	67831/67831	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2022:40:31%20GMT	https://www.seeson.vn/cdn/shop/files/THEVERTEBRA04SUN-SILVER-BLACK.jpg?v=1728554431&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THEVERTEBRA04SUN-SILVER-BLACK629b.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:20	9343/9343	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2003:35:29%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_02.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_02935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:20%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_03.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_03935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:21	17313/17313	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Nov%202024%2015:20:05%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_03.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_03935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:21%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_04.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_04935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:22	9289/9289	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2000:11:11%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_04.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_SILVER_BLACK_04935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:22%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_01.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_01935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:22	12474/12474	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2022:29:58%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_01.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_01935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:22%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_04.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_04935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:23	9583/9583	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2020:31:08%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_04.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_04935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:23%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_02.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_02935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:24	10874/10874	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2001:04:14%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_02.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_02935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:24%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_03.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_03935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:25	22817/22817	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2015:55:25%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_03.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_03935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:26%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_01.jpg?v=1721730981&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_01208a.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:26	12168/12168	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2001:44:56%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_01.jpg?v=1721730981&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_01208a.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:26%20GMT	http://www.seeson.vn/cdn/shop/files/Lookbook_Day2_Seeson0219.jpg?v=1728379275&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/Lookbook_Day2_Seeson0219548b.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:27%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_02.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_02935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:28	55496/55496	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2021:57:03%20GMT	https://www.seeson.vn/cdn/shop/files/Lookbook_Day2_Seeson0219.jpg?v=1728379275&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/Lookbook_Day2_Seeson0219548b.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:28	10453/10453	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2023:01:24%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_02.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_02935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:28%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_03.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_03935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:29	21921/21921	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2000:55:43%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_03.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_GREEN_BLACK_03935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:29%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_04.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_04935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:30	9841/9841	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2002:39:12%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_04.jpg?v=1721730980&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_04_BLACK_PURPLE_BLACK_04935e.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:30%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_01.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_01b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:31	12539/12539	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2003:16:28%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_01.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_01b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:31%20GMT	http://www.seeson.vn/cdn/shop/files/THEVERTEBRA02SUN-BLACK-BLACK.jpg?v=1728554631&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THEVERTEBRA02SUN-BLACK-BLACKadc1.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:31%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_02.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_02b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:31	52839/52839	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Nov%202024%2015:20:07%20GMT	https://www.seeson.vn/cdn/shop/files/THEVERTEBRA02SUN-BLACK-BLACK.jpg?v=1728554631&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THEVERTEBRA02SUN-BLACK-BLACKadc1.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:32	13049/13049	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2020:40:24%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_02.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_02b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:32%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_03.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_03b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:33	26328/26328	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2001:41:10%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_03.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_03b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:33%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_04.jpg?v=1721730888&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_047d2a.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:34	10149/10149	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2000:57:57%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_04.jpg?v=1721730888&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_BLACKLAM_BLACK_047d2a.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:34%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_01.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_01b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:35	15372/15372	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2000:35:28%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_01.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_01b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:35%20GMT	http://www.seeson.vn/cdn/shop/files/THEVERTEBRA02-PURPLE-PURPLE.jpg?v=1728554660&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THEVERTEBRA02-PURPLE-PURPLEacce.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:36%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_02.jpg?v=1721730888&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_027d2a.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:37	69104/69104	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2002:45:05%20GMT	https://www.seeson.vn/cdn/shop/files/THEVERTEBRA02-PURPLE-PURPLE.jpg?v=1728554660&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THEVERTEBRA02-PURPLE-PURPLEacce.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:37	14356/14356	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2021:14:19%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_02.jpg?v=1721730888&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_027d2a.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:37%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_03.jpg?v=1721730888&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_037d2a.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:39	26867/26867	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2021:51:53%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_03.jpg?v=1721730888&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_037d2a.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:39%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_04.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_04b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:40	12428/12428	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2022:36:45%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_04.jpg?v=1721730887&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_02_SUNGLASSES_PURPLE_PURPLE_04b197.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:40%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_01.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_01c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:41	10682/10682	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2015:55:41%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_01.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_01c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:41%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_02.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_02c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:42	11405/11405	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2015:55:42%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_02.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_02c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:42%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_03.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_03c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:43	23648/23648	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2003:35:51%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_03.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_03c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:43%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_04.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_04c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:44	11417/11417	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2015:55:44%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_04.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_BLACK_BLACK_04c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:44%20GMT	http://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_PURPLE_PURPLE_01.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_PURPLE_PURPLE_01c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:45	13242/13242	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Nov%202024%2023:32:52%20GMT	https://www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_PURPLE_PURPLE_01.jpg?v=1721729365&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THE_VERTEBRA_01_SUNGLASSES_PURPLE_PURPLE_01c7d6.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
22:55:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Nov%202024%2015:55:45%20GMT	http://www.seeson.vn/cdn/shop/files/THEVERTEBRA01SUN-PURPLE-PURPLE.jpg?v=1728554562&width=533	D:/EXE101/Vata/www.seeson.vn/cdn/shop/files/THEVERTEBRA01SUN-PURPLE-PURPLEb109.jpg	(from https://www.seeson.vn/collections/view-all-kinh-ram)
